review,stemmed_review,Transaction Efficiency,User Experience,Account Access and Registration,Balance and Charges
Ovo tidak layak di pakai.karna transaksi sedang dalam proses begitu lama.sado tergantung.dalam proses muluk GK masuk2 GK kembali2 mangsud nya gmna.pusat bantuan pun gagal trus di chat.,layak pakaikarna transaksi sedang proses lamasado tergantungdalam proses muluk masuk mangsud gmnapusat bantu gagal chat,2,2,0,0
"Tolol baru juga pencet Upgrade sekarang dah gagal aplikasi biadab, mending gopay/Dana",tolol baru pencet tingkat sekarang gagal aplikasi biadab mending gopaydana,0,2,2,0
Parah bnyk gangguan ny.masa tf sampai 2 HR masih d proses,parah banyak ganggu nymasa transfer hari proses,2,2,0,0
Gak jelas emang OVO ini taik,jelas tai,0,2,0,0
"Adminnya gak jelas, transaksiku transfer ke BCA dr tanggal 8 sampai sekarang statusnya masih proses pengiriman, kalo gak bisa di kirim yah cancel aja, kan dananya bisa di gunain untuk, yg lain, atau transfer ke bank lain. Adminnya kerja donk. Transaksi itu isinya duit bukan kertas bekas yg bisa di pending seenak jidatmu",adminnya jelas transaksi transfer baca tanggal sekarang status proses kirim kirim cancel dana guna transfer bank adminnya kerja transaksi isi duit bukan kertas bekas pending enak jidat,2,2,0,0
Aplikasi tololll gak banyak bug nyaa ngirim aja kebanyakan kendalaa kontoll,aplikasi tololll banyak bug kirim banyak kendalaa kontoll,2,2,0,0
"Keren luar biasa,aku suka aku suka",keren luar biasaaku suka suka,0,1,0,0
Pengunaan nya sangat mudah dan mudah di pahami... Terima kasih ovo,pengunaan mudah mudah paham terima kasih,0,1,0,0
Aplikasi susah masuk kalau sudah di blokir 👎,aplikasi susah masuk blokir,0,2,0,0
"PELAYANAN DAN PENANGANAN YANG BURUK, TRANFER SEDANG DI PROSES TERUS SUDAH MENUNGGU 3 HARI TIDAK DI TANGANI, BUSUK!!!!!!",layan tangan buruk tranfer sedang proses tunggu hari tangan busuk,2,2,0,0
apaan isi saldo kena potongan...🤣🤣,apa isi saldo potong,0,0,0,2
Bagus lengkap semua ada,bagus lengkap semua,0,1,0,0
"Males banget pake ovo , ada saldo 45rb, terus aku diemin.. karena aku sering pake gojek, bayar pake ovo, eh tau tau ada potongan terus tiap bulan 9rb, gaada notifikasi atau apa gitu, di potong tiba tiba aja... skrg duit ku sisa 2.200..",malas pakai saldo ribu diam sering pakai gojek bayar pakai eh tau tau potong tiap bulan ribu notifikasi potong tiba tiba sekarang duit ku sisa,0,2,0,2
Sangat membantu,bantu,0,1,0,0
Maksain kesinih bakin jelek aja ah mau masuk ke apps aja susah nya minta ampun,paksa sih bakin jelek ah masuk apps susah minta ampun,0,2,0,0
"Suruh feripikasi akun malah gak bisa,bilangnya akun sudah di pakai baru aja download,trus akun anda di blokir,gmna si bingung",suruh feripikasi akun bisabilangnya akun pakai baru downloadtrus akun blokirgmna bingung,0,2,2,0
Terimahkasih lebih simple dlm bertransaksi,terimahkasih lebih simple transaksi,1,0,0,0
"Mau rubah nomer aja susah bgt, kode otp ga dikirim kirim, tolong dong ovo layanannya diperbaikk lagi ah",rubah nomer susah kode otp kirim kirim layan diperbaikk ah,0,2,2,0
WOI OVO KENAPA QRIS KAU BERMASALAH JADI AKU TIDAK BISA MELAKUKAN PEMBAYARAN... SYETAN JADI HUTANG DENGAN ORANG,woi qris masalah laku bayar setan hutang orang,2,2,0,0
Aplikasi sangat jlk gabisa dibuka padahal masih banyak saldonya,aplikasi jlk buka banyak saldo,0,2,0,0
"Sungguh mengecewakan, top up tetapi saldo tidak masuk ,minta feedback tidak direspon. Tolong lah gmn responnya terkait ini.",sungguh kecewa topup saldo masuk minta feedback direspon responnya kait,0,2,0,2
"Saldo syaa sudah terpotong saat transfer, keterangan masih transfer diproses, sudah 1x24 jam menunggu, masih belum berubah, malah disuruh lagi nunggu 3 hari kerja, sedangkan uang saya diperlukan dihari ini. Cara penanganan yg mengecewakan",saldo potong transfer terang transfer proses jam tunggu ubah suruh tunggu hari kerja uang perlu hari cara tangan kecewa,0,2,0,2
STOP MENGGUNAKAN OVO KARENA PERETASAN DARI ORANG DALAM SENDIRI MENGATASNAMAKAN CS.,stop guna retas orang sendiri mengatasnamakan rekan,0,2,0,0
Sangat membantu,bantu,0,1,0,0
Sulit di update premier,sulit baru premier,0,0,2,0
Sangat mudah digunakan,mudah guna,0,1,0,0
"Saya kirim uang ke bank bca,,status masih loading belum sukses terkirim,tapi saldo sudah terpotong,uang masih tertahan tidak masuk ke rekening sampai 2 hari,kemana harus komplain??? Sudah di refresh ttp saja,tapi aneh nya setelah tf pertama gagal,tf ke 2 dan ke 3 malah sukses,saya sudah kirim email tapi blm ada kepastian...aplikasi sangat buruk👎👎👎👎",kirim uang bank bcastatus loading sukses terkirimtapi saldo terpotonguang tahan masuk rekening harikemana komplain refresh tetap sajatapi aneh transfer pertama gagaltf suksessaya kirim email kepastianaplikasi buruk,2,2,0,2
Jgn coba² deh transfer ke bank melalui ovo untung cuma 25rb klo lebihhh wahh gawat dah 3 hari blm sampai ke rekening tujuan padahal status nya di aplikasi ovo dah berhasil Saldo pun dah ke potong ternyata ehhhh jd kek penipuan aja nihhh aplikasi,jangan coba deh transfer bank lalu untung ribu lebihhh wah gawat hari rekening tuju status aplikasi hasil saldo potong nyata ehhhh tipu aplikasi,2,2,0,0
kecewa sekali dengan aplikasi Ovo pay laternya. masa pembelian Grabfood dibatalkan karena toko yang membatalkan serta Karena pihak grab yang membatalkan malah masih kena juga potongan. padahal saya ngak dapat apa2. sungguh merugikan,kecewa sekali aplikasi pay laternya beli grabfood batal toko batal pihak grab batal potong sungguh rugi,0,2,0,2
Maksud nya apa ini ovo gk transaksi apa2 saldo saya hilang semua. Ngeri ovo ini.,maksud transaksi saldo hilang semua ngeri,0,2,0,2
"udah ngisi saldo ovo banyak buat isi paket dataku, pas aku beliin paket data di ovo eh gagal terus dari jam 4 pagi smpe siang msih gagal (mesti sudah di refund) tapi tetep aja bikin kesel, sayang ga ke guna saldoku, takut juga kalo di tf ke bank lain malah ga masuk saldonya(riview komenan ig), plis ovo perbaiki lagi",isi saldo banyak buat isi paket data belikan paket data eh gagal jam pagi siang gagal mesti refund tetap bikin kesal sayang saldo takut transfer bank masuk saldonyariview komentar instagram baik,2,2,0,0
Kacau nih OVO mau top up wdp mlbb di game bayar lewat play store gak bisa.,kacau topup wdp mlbb game bayar lewat play store,2,0,0,0
"intinya satu, gratisin biaya admin udahh",inti satu gratisin biaya admin,0,0,0,2
"admin ga bisa tanggung jawab ngisi saldo 70000 rb tapi gak masuk"" padahal dari situ nyah udah masuk ngirim bantuan ke cs ovo katah nyah masuk kok gak ada saldo nyah ke mana tuhh. kecewa parahh buat kalian nih yang mau download mikir"" dulu sebelum menyesal kaya saya soal nyah udah berapa kali gitu teruss kalo udah ilang gak bisa kembali buat saran ajah buat kalian",admin tanggung jawab isi saldo ribu masuk situ masuk kirim bantu rekan katah masuk saldo kecewa parah buat unduh pikir dulu sesal soal berapa hilang buat saran buat,0,2,0,2
Dari semalam transferan dari BCA belum masuk ke ovo Saya,malam transfer baca masuk,0,0,0,2
"Ovo kenapa sih,di perbaharui,malah dibuka susah bener,gk kebuka buka",sihdi perbaharuimalah buka susah benergk buka buka,0,2,0,0
"Udh kalo gagal saldo balik lagi susah ini lagi butuh"" Nya D tf sukses tpi saldonya gak nambah parah emng ovo d tlpon cuma ngabisin pulsa di email malah gada respon masa angus uang 500rbu woyyy ovo gimana sih",gagal saldo balik susah butuh transfer sukses saldo tambah parah tlpon ngabisin pulsa email respon angus uang ribu oi,0,2,0,2
"Mau daftar,tapi masukin emailnya tidak bisa",daftartapi masuk email,0,0,2,0
"saat mepet malah ngga bisa dibuka, padahal jaringan internet full. parah",mepet buka jaring internet full parah,0,2,0,0
Aplikasi paling ribet paling gak nyaman ya emang ovo paling nyesel karna udah download udah daftar ribet masuk ribet mending gak usah mending pakai dana lebih gampang,aplikasi ribet nyaman sesal unduh daftar ribet masuk ribet mending usah mending pakai dana lebih gampang,0,2,2,0
Sangat membantu dalam bertransaksi,bantu transaksi,1,0,0,0
Transfer berhasil tpi saldo tdk masuk di rekening tujuan.,transfer hasil saldo masuk rekening tuju,0,0,0,2
Jngn pakai apk ovo ini kita transfer saldo nya suda kepotong tpi tdk sampai ke rek tujuan sda brp kali sya bangsad asuuuu ovo,jangan pakai transfer saldo potong rek tuju sda berapa bangsat asuuuu,2,2,0,0
"Mau transfer butuh banget , eror, hub cs lamanya mint ampun responya , udah nunggu ngecek data , nunggu 3 hari kerja, tau butuh ny sekarang nunggu sampe 3 hari kerja , ibarat orang sekarat mah udah keburu mati kali, di update bukanya makin bagus malah makin ngaco .",transfer butuh eror hubung rekan lama mint ampun responya tunggu ecek data tunggu hari kerja tau butuh sekarang tunggu hari kerja ibarat orang sekarat keburu mati baru buka makin bagus makin kacau,2,2,0,0
"Mantap pokoknya aplikasi nih,,,,",mantap pokok aplikasi,0,1,0,0
Sangat puas,puas,0,1,0,0
"Payah, bikin malu aja. Jam setengah enam saya butuh kewarung, biasa pake ovo. Masa aplikasi istirahat ..? Ga boleh istirahat dong, masa istirahat. Orang pake uang tuh kapan aja bos ..",payah bikin malu jam tengah enam butuh warung biasa pakai aplikasi istirahat istirahat istirahat orang pakai uang kapan bos,0,2,0,0
sangat membantu,bantu,0,1,0,0
Sangat aman,aman,0,1,0,0
Status pengirimanya sudah berhasil tapi dana nya belum masuk di akun tujuan dan tidak dikembalikan ke akun saya. Giliran laporan bilangnya di proses. Tapi nggak ada tindak lanjutnta. Aplikasi buruk nggak bertanggung jawab,status pengirimanya hasil dana masuk akun tuju kembali akun gilir lapor bilang proses tindak lanjutnta aplikasi buruk tanggung jawab,2,2,0,0
Kalo transfer gagal atau pending ga langsung balik nunggu 2 hari lihat yg lain langsung balik,transfer gagal pending langsung balik tunggu hari lihat langsung balik,2,2,0,0
Sering gangguan,sering ganggu,0,2,0,0
transaksi gagal terus . tulisannya jangan khawatir ini cuma sementara,transaksi gagal tulis jangan khawatir,2,0,0,0
Sangat bermanfaat bosku,manfaat bos,0,1,0,0
"Tolong untuk pihak ovo, saldo saya di kembalikan saja,. Saya sangat membutuhkan uang itu untuk keperluan bwli obat,. Ini ayah saya sudah lambat minum obat karena proses pengiriman yang belum juga masuk dan pihak apotik tidak mau kalo uang belum masuk ke rekening mereka",pihak saldo kembali butuh uang perlu bwli obat ayah lambat minum obat proses kirim masuk pihak apotik uang masuk rekening,0,0,0,2
menjadi akun bisa normal kembali di buka tidak dibrokir lagi,jadi akun normal buka dibrokir,0,0,1,0
Sangat berguna,guna,0,1,0,0
"Gua benci bat nih aplikasi... Setiap top up di potong 1500... Di apk lain kek dana gopay kaga pakai potong an ... Td nya gua mau top up 100 yg masuk JD 98,500",benci aplikasi topup potong dana gopay pakai potong an tadi topup masuk,0,2,0,2
Saya pengguna ovo..terima kasih karena sangat membantu,guna ovoterima kasih bantu,0,1,0,0
Tolong iya saya mau masuk ke akun saya api yang masuk malah email orang,iya masuk akun api masuk email orang,0,0,2,0
"Ovo kalau ada mt itu ada pemberi Tahuna jangan uang orang kau tahan tahan orang seharian nyari duit , buat beli susu anak malah kasih transfer dua hari makan darah lo",mt beri tahuna jangan uang orang tahan tahan orang hari cari duit buat beli susu anak kasih transfer hari makan darah,2,2,0,0
Saya sangat suka,suka,0,1,0,0
Habis top'up malah gk bisa di buka,habis topup buka,0,2,0,0
"Setelah saya transfer,kok ovo saya malah eror tidak bisa dibuka lagi.dan dana yg saya transfer tidak sampai ke tujuan",transferkok eror buka lagidan dana transfer tuju,2,2,0,0
Akun ovo ku tiba2 keluar dan di suruh login ulang pas login ulang malah security codenya udah berubah. Di suruh buat pin baru tapi malah eror. Pin security codenya ga cocok lah apalah. Please ovo jangan begitu lah. Tolong di jaga keamanan akun pengguna.,akun ku tiba keluar suruh login ulang login ulang security codenya ubah suruh buat pin baru eror pin security codenya cocok apa please jangan jaga aman akun guna,0,2,2,0
Abis bayar listrik mau lanjut TF. Ke bank malahgl gk bisa di buka.. kesel bingit,habis bayar listrik lanjut transfer bank malahgl buka kesal,2,2,0,0
Kenapa sy ga bisa buka lagi dan masuk ke aplikasi ovo nya padahal ada saldo nya tiba2 ga bisa masuk,buka masuk aplikasi saldo tiba masuk,0,2,0,0
Nyesel gua pke OVO.banyak gangguan terus,sesal pakai ovobanyak ganggu,0,2,0,0
Kenapa eror terus!!!!!,eror,0,2,0,0
Sangat baik,baik,0,1,0,0
ada aplikasi keuangan sgala istirahat ampun dah,aplikasi uang segala istirahat ampun,0,2,0,0
"Woi ini kenapa eror,gak bisa buka aplikasi",woi erorgak buka aplikasi,0,2,0,0
Ini knp kok ovo ga bs dibuka sih... Sedang tidak tersedia gimana ini !!!,buka sedang sedia,0,2,0,0
"Halllo ,,ada kendala apa OVO tidak dapat dibuka dengan menu ovo sedang istirhat ,, aneh org mau bayar qris gimna cranya ,,huhhh",halo kendala buka menu sedang istirhat aneh orang bayar qris cranya huhhh,0,2,0,0
kenapa gak bisa masuk sih...padahal sandi gua bener...malah di kunci akun gua ah ta****k,masuk sihpadahal sandi benermalah kunci akun ah tak,0,0,2,0
"aplikasi tolol, udah depan kasir gw jadi gabisa bayar tolol lah merugikan,kalo udah gini siapa yg rugi kita customer sama pedagang ribut ga jelas jadinya tolol",aplikasi tolol depan kasir bayar tolol merugikankalo begini siapa rugi customer dagang ribut jelas jadi tolol,2,2,0,0
Makin update makin parah. Baru ngalamin app istirahat keterangan nya.,makin baru makin parah baru alami app istirahat terang,0,2,0,0
Good job,good job,0,1,0,0
"Kenapa saya gak bisa masuk ke akun saya di up juga ga bisa hadehhhh,eror""",masuk akun up hadehhhheror,0,2,2,0
Ovo lg error ya..login pakai pin tdk bisa konek,error yalogin pakai pin konek,0,2,2,0
Kok sandi sy salah trus yah padahal sandi keamanannya udah bener...nggk jelas nih,sandi salah sandi aman benernggk jelas,0,2,2,0
Ovo tai lama lama bnr bnr u,tai lama lama benar benar,0,2,0,0
"Apalah apk kok bisa tutup, trus klo kita yg belanja di tengah² malam Cemana, mnding dana, nnti buka langsung tak hapus🍌",apa tutup belanja tengah malam cemana lebih baik dana buka langsung tak hapus,0,2,0,0
Beri bintang 1 aja Krena ada kendala,beri bintang kendala,0,2,0,0
Kenapa harus ada ovo lagi ga tersedia/istirahat si?,tersediaistirahat,0,2,0,0
"Biaya kirim dari bank lain 1500 udah mahal nga bisa kita gunakan pas gitu butuh ,klo dana cepat sekali ini udah mahal potongan kurang tepat pas kita butuh ,mohon segera diperbaiki lagi",biaya kirim bank mahal guna butuh dana cepat sekali mahal potong kurang tepat butuh mohon segera baik,0,2,0,2
"Sekelas ewalet terpopuler bisa bisa nya ada jam istirahat nya kocak ewalet satu ini, jauh beda sama ewalet sebelah pelayanan 24jam",kelas ewalet populer jam istirahat kocak ewalet satu jauh beda ewalet belah layan jam,0,2,0,0
Tidak selalu online. Saat urgent malah tidak bisa masuk aplikasi,selalu online urgent masuk aplikasi,0,2,0,0
Gangguan mulu tanpa dikasih tahu tanpa ada pemberitahuan kalau sedang perbaikan itu harus kasih tahu sebelumnya,ganggu mulu kasih tahu pemberitahuan sedang baik kasih tahu belum,0,2,0,0
Sangat d butuhkn pkonya ok,butuhkn pkonya oke,0,1,0,0
Ni kenapa tiba-tiba ga bisa masuk sih? Gajelas banget,tiba tiba masuk jelas,0,2,0,0
ovo pekok,bodoh,0,2,0,0
Ovo lagi istirahat uang saya tak bisa terkirim,istirahat uang tak kirim,2,0,0,0
"Sering susah masuk ketika dibutuhkan, apakah sistem sering trouble?",sering susah masuk butuh sistem sering trouble,0,2,0,0
Aplikasi kebanyakan maintenance Gak usah dowload kalau gak mau dibuat ribet pas lagi butuh butuhnya,aplikasi banyak maintenance usah dowload buat ribet butuh butuh,0,2,0,0
Kenapa aplikasi ini bisa di buat istrahat. Terlambat pengiriman jika seperti ini.,aplikasi buat istrahat lambat kirim,0,2,0,0
Ovo eror begoo .. cepet benerin,eror begoo cepat benar,0,2,0,0
Kenapa inih dengan ovo . Kok malah gangguan terus gak bisa d buka woyyyy,ganggu buka woyyyy,0,2,0,0
"Lama"" ga jelas nih ovo",lama jelas,0,2,0,0
Kenapa sering bug? Abis isi saldo kenapa gak bisa di buka? Tolong jangan bercanda lah.,sering bug habis isi saldo buka jangan canda,0,2,0,0
sering erorr parah,sering erorr parah,0,2,0,0
Aplikasi idiottt masa login doang langsung kena blokir menang baby mana maintenance dadakan Mulu lagi🤬🤬🤬🤬,aplikasi idiottt login doang langsung blokir menang baby maintenance dada mulu,0,2,2,0
Ovo saya gak bisa terbuka kenapa inih woy,buka oi,0,2,0,0
Aplikasi ga jelas giliran mau di pake transaksi malah Gangguan 😡,aplikasi jelas gilir pakai transaksi ganggu,2,2,0,0
"2 aja ,aplikasi sering di tutup, akun saya 1 lagi hilang terblokir isi saldo Rp1.460.000 TPI sdhla tidak ada etikad Baik dari pihak ovo",aplikasi sering tutup akun hilang blokir isi saldo rupiah sdhla etikad baik pihak,0,2,2,0
Di antara aplikasi ewalet yg prn sy pake kenunggulan OVO yg paling menonjol,aplikasi ewalet prn pakai kenunggulan tonjol,0,1,0,0
"Sering eror, lebih banyakin promo menarik lagi. Aplikasi kok istirahat",sering eror lebih banyak promo tarik aplikasi istirahat,0,2,0,0
"Parah nih ko banyak gangguannya sih giliran mau d pake buat tf nggak bisa, gimana soh",parah banyak ganggu gilir pakai buat transfer soh,2,2,0,0
"Sering eror Wah..ovo lagi tidak tersedia,sedang istirahat bangke,duit nyangkut.",sering eror wahovo tersediasedang istirahat bangkeduit sangkut,0,2,0,2
"Nih masukan saran dari saya buat pihak OVO, banyakin gratisan kirim transfer dan bonusan nya. masa kalah sama DANA. dan akhir akhir ini sering maintence aneh sih.",masuk saran buat pihak banyak gratis kirim transfer bonus kalah dana akhir akhir sering maintence aneh,0,2,0,2
SEJAK KAPAN ADA APLIKASI EROR KARENA KECAPEAN,sejak kapan aplikasi eror capai,0,2,0,0
Aplikasi ny sering error trs gmna gk ada perkembangan dri dlu msh sering error,aplikasi sering error kembang dulu sering error,0,2,0,0
Maintenance tanpa pemberitahuan,maintenance pemberitahuan,0,2,0,0
